26 de mai. de 2025 22:30:11
Results for 5 rounds
Rank,Robot Name,    Total Score    ,Survival,Surv Bonus,Bullet Dmg,Bullet Bonus,Ram Dmg * 2,Ram Bonus, 1sts , 2nds , 3rds 
1st,OS_DIGITJA_RAPDICO.BarSemLona*,2009 (31%),1150,150,605,69,36,0,3,2,0
2nd,OS_DIGITJA_RAPDICO.RealMadruga*,1307 (20%),700,0,477,59,71,0,0,2,2
3rd,OS_DIGITJA_RAPDICO.PateticoDeMadri*,1176 (18%),800,100,240,30,6,0,2,0,1
4th,os_decanos.Robo1*,990 (15%),500,0,429,25,36,0,0,1,0
5th,os_decanos.Robo3*,611 (9%),350,0,260,0,1,0,0,0,1
6th,os_decanos.Robo2*,415 (6%),250,0,140,12,12,0,0,0,1
$
